ID T IDR EventType X Y
9946 1029643 2 GET1 4 6
9947 1029777 2 SEND1 2 0
9948 1030010 1 SEND1 1 1
9949 1030025 2 GET1 3 7
9950 1030087 2 SEND1 1 1
9951 1030092 1 GET1 3 7
9952 1030143 2 GET1 5 7
9953 1030236 1 SEND1 2 0
9954 1030432 1 GET1 3 7
9955 1030464 1 SEND1 1 1
9956 1030543 2 SEND1 0 0
9957 1030668 1 GET1 3 7
9958 1031027 2 GET1 3 7
9959 1031146 1 SEND1 1 1
9960 1031187 2 SEND1 1 1
9961 1031206 1 GET2 3 7
9962 1031211 2 GET1 3 7
9963 1031301 2 SEND1 1 1
9964 1031393 2 GET1 3 7
9965 1031419 2 SEND1 1 1
9966 1031441 2 GET3 4 6
9967 1031445 1 SEND2 4 1
9968 1031563 2 SEND3 6 0
9969 1031774 1 GET2 3 7
9970 1031841 2 GET1 3 7
9971 1031891 2 SEND1 2 0
9972 1031949 1 SEND2 3 0
9973 1032005 2 GET1 5 7
9974 1032048 1 GET1 3 7
9975 1032364 1 SEND1 1 1
9976 1032422 1 GET1 4 6
9977 1032518 1 SEND1 1 1
9978 1032823 2 SEND1 2 0
9979 1032844 1 GET1 5 7
9980 1032857 2 GET1 3 7
9981 1032927 2 SEND1 1 1
9982 1033011 2 GET1 3 7
9983 1033162 1 SEND1 2 0
9984 1033285 2 SEND1 2 0
9985 1033351 2 GET1 3 7
9986 1033357 1 GET2 3 7
9987 1033420 1 SEND2 4 1
9988 1033747 2 SEND1 1 1
9989 1033809 2 GET1 4 6
9990 1034050 2 SEND1 1 1
9991 1034062 2 GET2 3 7
9992 1034103 2 SEND2 3 0
9993 1034136 2 GET1 4 6
9994 1034247 1 GET1 4 6
9995 1034505 1 SEND1 1 1
9996 1034654 2 SEND1 1 1
9997 1034836 2 GET1 4 6
9998 1034858 1 GET1 4 6
9999 1034890 2 SEND1 1 1
10000 1034968 2 GET3 3 7
10001 1035270 1 SEND1 2 0
10002 1035376 1 GET1 3 7
10003 1035412 1 SEND1 1 1
10004 1035500 1 GET1 3 7
10005 1035524 2 SEND3 6 0
10006 1035672 2 GET1 3 7
10007 1035750 2 SEND1 2 0
10008 1035966 1 SEND1 1 1
10009 1036022 1 GET1 3 7
10010 1036154 2 GET1 5 7
10011 1036216 1 SEND1 2 0
10012 1036568 1 GET1 3 7
10013 1036608 1 SEND1 2 0
10014 1036692 1 GET1 3 7
10015 1036908 2 SEND1 1 1
10016 1037018 2 GET1 3 7
10017 1037074 1 SEND1 2 0
10018 1037118 1 GET1 3 7
10019 1037162 1 SEND1 2 0
10020 1037196 1 GET1 3 7
10021 1037206 2 SEND1 2 0
10022 1037222 2 GET1 4 6
10023 1037322 1 SEND1 2 0
10024 1037410 1 GET2 3 7
10025 1037638 2 SEND1 1 1
10026 1037897 1 SEND2 4 1
10027 1037980 1 GET1 5 7
10028 1038488 2 GET1 4 6
10029 1038898 2 SEND1 2 0
10030 1039086 1 SEND1 1 1
10031 1039288 2 GET1 4 6
10032 1039486 2 SEND1 2 0
10033 1039502 1 GET1 3 7
10034 1039554 1 SEND1 0 0
10035 1039572 2 GET1 3 7
10036 1039574 1 GET1 4 6
10037 1039640 2 SEND1 0 0
10038 1039714 2 GET1 3 7
10039 1039810 2 SEND1 0 0
10040 1039856 2 GET1 3 7
10041 1039976 2 SEND1 2 0
10042 1040140 1 SEND1 2 0
10043 1040182 1 GET1 5 7
10044 1040372 1 SEND1 2 0
10045 1040432 2 GET1 3 7
10046 1040500 2 SEND1 2 0
10047 1040746 2 GET2 4 6
10048 1040780 1 GET1 5 7
10049 1040849 2 SEND2 4 1
10050 1040960 1 SEND1 2 0
10051 1041014 1 GET1 4 6
10052 1041144 2 GET1 4 6
10053 1041178 2 SEND1 1 1
10054 1041208 1 SEND1 1 1
10055 1041262 2 GET1 3 7
10056 1041300 2 SEND1 1 1
10057 1041494 2 GET1 3 7
10058 1041524 2 SEND1 1 1
10059 1041642 2 GET2 3 7
10060 1041811 2 SEND2 5 0
10061 1041920 1 GET1 5 7
10062 1042258 1 SEND1 1 1
10063 1042372 1 GET1 3 7
10064 1042598 1 SEND1 2 0
10065 1042598 2 GET2 3 7
10066 1042876 1 GET1 5 7
10067 1043083 2 SEND2 4 1
10068 1043100 1 SEND1 2 0
10069 1043213 2 GET1 4 6
10070 1043573 1 GET1 4 6
10071 1043689 1 SEND1 1 1
10072 1043981 2 SEND1 1 1
10073 1043995 1 GET1 5 7
10074 1044223 2 GET1 3 7
10075 1044353 2 SEND1 1 1
10076 1044389 2 GET1 3 7
10077 1044419 2 SEND1 2 0
10078 1044533 1 SEND1 1 1
10079 1044771 2 GET1 5 7
10080 1044811 1 GET1 4 6
10081 1045003 2 SEND1 1 1
10082 1045223 1 SEND1 2 0
10083 1045249 2 GET1 5 7
10084 1045459 1 GET1 3 7
10085 1045547 1 SEND1 2 0
10086 1045843 2 SEND1 1 1
10087 1046127 2 GET2 4 6
10088 1046232 2 SEND2 3 0
10089 1046331 2 GET1 3 7
10090 1046373 2 SEND1 2 0
10091 1046577 1 GET2 4 6
10092 1046674 1 SEND2 3 0
10093 1046801 2 GET1 3 7
10094 1046825 1 GET1 4 6
10095 1046897 1 SEND1 1 1
10096 1047099 1 GET3 3 7
10097 1047111 2 SEND1 2 0
10098 1047361 2 GET1 3 7
10099 1047509 1 SEND3 6 0
10100 1047681 2 SEND1 1 1
10101 1047709 1 GET1 5 7
10102 1047743 2 GET1 3 7
10103 1047819 2 SEND1 2 0
10104 1047905 2 GET3 3 7
10105 1047915 1 SEND1 2 0
10106 1048139 1 GET1 4 6
10107 1048335 1 SEND1 2 0
10108 1048379 1 GET1 4 6
10109 1048489 1 SEND1 1 1
10110 1048585 2 SEND3 6 0
10111 1048777 1 GET3 3 7
10112 1049141 1 SEND3 7 1
10113 1049766 1 GET1 3 7
10114 1050586 2 GET1 3 7
10115 1050676 2 SEND1 2 0
10116 1050686 1 SEND1 1 1
10117 1050824 1 GET1 4 6
10118 1050928 2 GET1 3 7
10119 1051160 2 SEND1 1 1
10120 1051204 2 GET1 4 6
10121 1051254 2 SEND1 2 0
10122 1051294 2 GET2 3 7
10123 1051571 2 SEND2 3 0
10124 1051638 1 SEND1 1 1
10125 1051686 1 GET1 3 7
10126 1051806 1 SEND1 1 1
10127 1051890 1 GET1 4 6
10128 1052302 2 GET1 5 7
10129 1052346 1 SEND1 2 0
10130 1052368 2 SEND1 2 0
10131 1052414 1 GET1 4 6
10132 1052444 1 SEND1 2 0
10133 1052474 2 GET1 3 7
10134 1052540 1 GET1 3 7
10135 1052582 2 SEND1 2 0
10136 1052656 1 SEND1 2 0
10137 1052694 1 GET1 3 7
10138 1052710 2 GET1 3 7
10139 1053064 1 SEND1 1 1
10140 1053170 2 SEND1 1 1
10141 1053196 1 GET1 5 7
10142 1053246 1 SEND1 1 1
10143 1053302 2 GET3 3 7
10144 1053318 1 GET1 3 7
10145 1053538 2 SEND3 7 1
10146 1054118 1 SEND1 1 1
10147 1054152 1 GET1 3 7
10148 1054214 1 SEND1 1 1
10149 1054280 1 GET1 4 6
10150 1054316 2 GET1 3 7
10151 1054334 2 SEND1 1 1
10152 1054392 2 GET1 4 6
10153 1054424 1 SEND1 2 0
10154 1054542 2 SEND1 2 0
10155 1054768 1 GET1 5 7
10156 1054810 1 SEND1 1 1
10157 1054898 1 GET1 3 7
10158 1055072 1 SEND1 0 0
10159 1055206 2 GET1 3 7
10160 1055306 2 SEND1 2 0
10161 1055336 2 GET1 4 6
10162 1055354 1 GET1 4 6
10163 1055402 2 SEND1 1 1
10164 1055586 1 SEND1 2 0
10165 1055604 2 GET1 4 6
10166 1055622 1 GET1 3 7
10167 1055676 2 SEND1 1 1
10168 1055770 2 GET1 5 7
10169 1055798 1 SEND1 1 1
10170 1055904 1 GET1 4 6
10171 1056082 2 SEND1 2 0
10172 1056198 1 SEND1 2 0
10173 1056398 1 GET2 3 7
10174 1056402 2 GET1 3 7
10175 1056438 2 SEND1 2 0
10176 1056568 2 GET1 3 7
10177 1056785 1 SEND2 4 1
10178 1056878 1 GET1 3 7
10179 1056962 1 SEND1 1 1
10180 1057138 2 SEND1 0 0
10181 1057230 1 GET1 3 7
10182 1057266 2 GET1 3 7
10183 1057378 1 SEND1 1 1
10184 1057472 1 GET2 5 7
10185 1057564 2 SEND1 2 0
10186 1057689 1 SEND2 4 1
10187 1057740 2 GET1 3 7
10188 1057754 1 GET1 4 6
10189 1057838 1 SEND1 2 0
10190 1057866 1 GET1 4 6
10191 1057902 2 SEND1 2 0
10192 1057956 2 GET1 3 7
10193 1058104 2 SEND1 2 0
10194 1058136 1 SEND1 2 0
10195 1058306 2 GET1 3 7
10196 1058458 2 SEND1 2 0
10197 1058518 2 GET1 3 7
10198 1058544 2 SEND1 1 1
10199 1058626 2 GET2 3 7
10200 1058738 1 GET3 3 7
10201 1058907 2 SEND2 4 1
10202 1059120 2 GET1 3 7
10203 1059248 2 SEND1 1 1
10204 1059436 2 GET1 3 7
10205 1059542 1 SEND3 6 0
10206 1059840 1 GET1 3 7
10207 1060088 1 SEND1 1 1
10208 1060246 2 SEND1 1 1
10209 1060310 2 GET1 4 6
10210 1060426 1 GET1 3 7
10211 1060492 2 SEND1 1 1
10212 1060524 1 SEND1 0 0
10213 1060693 2 GET1 3 7
10214 1060807 2 SEND1 1 1
10215 1060838 1 GET1 4 6
10216 1060996 1 SEND1 1 1
10217 1061157 2 GET1 3 7
10218 1061260 1 GET2 3 7
10219 1061265 2 SEND1 1 1
10220 1061283 1 SEND2 3 0
10221 1061470 1 GET1 3 7
10222 1061561 2 GET1 3 7
10223 1062088 1 SEND1 1 1
10224 1062203 2 SEND1 1 1
10225 1062247 2 GET1 3 7
10226 1062472 1 GET1 3 7
10227 1062495 2 SEND1 2 0
10228 1062667 2 GET1 3 7
10229 1062816 1 SEND1 1 1
10230 1063134 1 GET1 3 7
10231 1063199 2 SEND1 2 0
10232 1063333 2 GET1 4 6
10233 1063411 2 SEND1 1 1
10234 1063702 1 SEND1 1 1
10235 1063739 2 GET2 3 7
10236 1063826 1 GET1 3 7
10237 1063866 1 SEND1 1 1
10238 1063942 2 SEND2 4 1
10239 1064125 1 GET1 3 7
10240 1064245 2 GET1 3 7
10241 1064285 2 SEND1 2 0
10242 1064375 2 GET1 5 7
10243 1064441 1 SEND1 0 0
10244 1064443 2 SEND1 1 1
10245 1064551 2 GET1 3 7
10246 1064567 1 GET1 3 7
10247 1064571 2 SEND1 0 0
10248 1064625 1 SEND1 1 1
10249 1064625 2 GET1 3 7
10250 1064819 1 GET2 3 7
10251 1064893 2 SEND1 2 0
10252 1064947 2 GET1 3 7
10253 1065324 1 SEND2 4 1
10254 1065635 1 GET3 3 7
10255 1065853 2 SEND1 2 0
10256 1066283 2 GET1 3 7
10257 1066473 2 SEND1 2 0
10258 1066705 1 SEND3 6 0
10259 1066721 2 GET2 3 7
10260 1066860 2 SEND2 3 0
10261 1067047 1 GET1 5 7
10262 1067195 1 SEND1 2 0
10263 1067405 2 GET2 3 7
10264 1067460 2 SEND2 4 1
10265 1067555 2 GET1 3 7
10266 1067571 1 GET1 3 7
10267 1067651 1 SEND1 2 0
10268 1067679 1 GET1 3 7
10269 1067765 1 SEND1 1 1
10270 1067945 1 GET1 3 7
10271 1067965 1 SEND1 1 1
10272 1068213 1 GET2 4 6
10273 1068345 2 SEND1 2 0
10274 1068498 1 SEND2 3 0
10275 1068653 2 GET1 3 7
10276 1068695 1 GET3 5 7
10277 1068957 2 SEND1 1 1
10278 1069061 2 GET2 5 7
10279 1069248 2 SEND2 4 1
10280 1069421 2 GET1 3 7
10281 1069473 2 SEND1 1 1
10282 1070187 1 SEND3 7 1
10283 1070225 1 GET2 4 6
10284 1070500 2 GET1 4 6
10285 1070514 1 SEND2 3 0
10286 1070561 1 GET1 3 7
10287 1070655 1 SEND1 1 1
10288 1070735 1 GET1 5 7
10289 1070746 2 SEND1 0 0
10290 1070780 2 GET1 4 6
10291 1070865 1 SEND1 1 1
10292 1070942 2 SEND1 1 1
10293 1070982 2 GET1 3 7
10294 1071052 2 SEND1 1 1
10295 1071096 2 GET1 3 7
10296 1071155 1 GET1 4 6
10297 1071308 2 SEND1 1 1
10298 1071395 1 SEND1 0 0
10299 1071535 1 GET1 3 7
10300 1071678 2 GET1 4 6
10301 1071874 2 SEND1 1 1
10302 1071908 2 GET1 3 7
10303 1071909 1 SEND1 2 0
10304 1072082 2 SEND1 2 0
10305 1072121 1 GET1 4 6
10306 1072288 2 GET3 3 7
10307 1072295 1 SEND1 2 0
10308 1072335 1 GET1 5 7
10309 1072368 2 SEND3 6 0
10310 1072457 1 SEND1 0 0
10311 1072572 2 GET1 3 7
10312 1072588 2 SEND1 1 1
10313 1072590 1 GET1 3 7
10314 1072640 1 SEND1 1 1
10315 1072692 2 GET2 3 7
10316 1072797 2 SEND2 3 0
10317 1072856 1 GET1 3 7
10318 1072884 2 GET1 5 7
10319 1072960 1 SEND1 1 1
10320 1073058 1 GET1 3 7
10321 1073074 1 SEND1 1 1
10322 1073432 2 SEND1 2 0
10323 1073520 1 GET1 3 7
10324 1073692 1 SEND1 2 0
10325 1073794 1 GET1 3 7
10326 1073850 2 GET1 4 6
10327 1073882 1 SEND1 1 1
10328 1074294 1 GET1 3 7
10329 1074328 2 SEND1 1 1
10330 1074478 1 SEND1 1 1
10331 1074550 1 GET1 5 7
10332 1074596 2 GET2 5 7
10333 1074678 1 SEND1 1 1
10334 1074734 2 SEND2 4 1
10335 1074761 2 GET1 3 7
10336 1074768 1 GET1 3 7
10337 1074835 2 SEND1 2 0
10338 1074949 2 GET1 3 7
10339 1075034 1 SEND1 2 0
10340 1075083 2 SEND1 1 1
10341 1075098 1 GET1 3 7
10342 1075223 2 GET1 5 7
10343 1075576 1 SEND1 2 0
10344 1075838 1 GET1 4 6
10345 1076154 1 SEND1 0 0
10346 1076182 1 GET1 5 7
10347 1076409 2 SEND1 1 1
10348 1076461 2 GET2 4 6
10349 1076482 1 SEND1 2 0
10350 1076554 2 SEND2 4 1
10351 1076593 2 GET3 3 7
10352 1076620 1 GET1 3 7
10353 1076658 1 SEND1 0 0
10354 1076722 1 GET1 5 7
10355 1076783 2 SEND3 7 1
10356 1076937 2 GET1 3 7
10357 1076966 1 SEND1 1 1
10358 1077206 1 GET1 5 7
10359 1077275 2 SEND1 1 1
10360 1077321 2 GET2 3 7
10361 1077432 2 SEND2 4 1
10362 1077443 2 GET1 4 6
10363 1077454 1 SEND1 1 1
10364 1077641 2 SEND1 1 1
10365 1077822 1 GET1 3 7
10366 1077972 1 SEND1 2 0
10367 1078006 1 GET1 3 7
10368 1078190 1 SEND1 0 0
10369 1078292 1 GET2 3 7
10370 1078365 1 SEND2 3 0
10371 1078562 1 GET1 4 6
10372 1078816 1 SEND1 1 1
10373 1078909 2 GET1 3 7
10374 1079245 1 GET2 3 7
10375 1079522 1 SEND2 5 0
10376 1079617 2 SEND1 2 0
10377 1079663 1 GET1 4 6
10378 1079761 1 SEND1 0 0
10379 1079859 2 GET1 3 7
10380 1080171 2 SEND1 2 0
10381 1080285 2 GET1 5 7
10382 1080311 1 GET1 3 7
10383 1080357 1 SEND1 1 1
10384 1080533 2 SEND1 1 1
10385 1080535 1 GET1 5 7
10386 1080609 2 GET1 4 6
10387 1080627 1 SEND1 1 1
10388 1080699 1 GET1 3 7
10389 1080801 1 SEND1 1 1
10390 1081121 1 GET1 3 7
10391 1081151 1 SEND1 1 1
10392 1081171 2 SEND1 1 1
10393 1081227 2 GET2 4 6
10394 1081556 2 SEND2 5 0
10395 1081789 1 GET1 5 7
10396 1081981 1 SEND1 1 1
10397 1082031 2 GET2 5 7
10398 1082267 1 GET1 3 7
10399 1082278 2 SEND2 3 0
10400 1082321 1 SEND1 1 1
10401 1082439 2 GET2 4 6
10402 1082523 1 GET1 4 6
10403 1082532 2 SEND2 4 1
10404 1082579 2 GET1 4 6
10405 1082581 1 SEND1 1 1
10406 1082659 1 GET1 3 7
10407 1082729 2 SEND1 0 0
10408 1082793 2 GET1 3 7
10409 1082827 1 SEND1 1 1
10410 1082877 1 GET2 3 7
10411 1082975 2 SEND1 1 1
10412 1083050 1 SEND2 4 1
10413 1083121 2 GET1 3 7
10414 1083139 2 SEND1 1 1
10415 1083211 1 GET1 5 7
10416 1083519 1 SEND1 1 1
10417 1083603 1 GET1 4 6
10418 1083781 1 SEND1 1 1
10419 1083889 2 GET1 4 6
10420 1084093 2 SEND1 1 1
10421 1084149 1 GET2 4 6
10422 1084164 1 SEND2 3 0
10423 1084241 1 GET1 3 7
10424 1084423 2 GET1 4 6
10425 1084585 2 SEND1 1 1
10426 1084619 2 GET1 3 7
10427 1084675 2 SEND1 2 0
10428 1084697 1 SEND1 1 1
10429 1084735 2 GET1 3 7
10430 1084759 1 GET2 4 6
10431 1084940 1 SEND2 4 1
10432 1084989 1 GET1 3 7
10433 1085003 2 SEND1 1 1
10434 1085087 1 SEND1 1 1
10435 1085147 2 GET1 3 7
10436 1085197 2 SEND1 2 0
10437 1085263 2 GET3 5 7
10438 1085455 1 GET2 3 7
10439 1085752 1 SEND2 3 0
10440 1086083 1 GET3 4 6
10441 1086381 2 SEND3 8 0
10442 1086435 1 SEND3 6 0
10443 1086551 1 GET2 5 7
10444 1086886 1 SEND2 3 0
10445 1086981 2 GET1 3 7
10446 1087153 1 GET1 4 6
10447 1087279 2 SEND1 1 1
10448 1087347 1 SEND1 1 1
10449 1087389 1 GET1 3 7
10450 1087727 1 SEND1 2 0
10451 1087811 1 GET1 3 7
10452 1087921 2 GET1 3 7
10453 1087945 1 SEND1 1 1
10454 1087983 2 SEND1 2 0
10455 1088101 2 GET2 3 7
10456 1088134 2 SEND2 4 1
10457 1088177 2 GET1 3 7
10458 1088431 2 SEND1 1 1
10459 1088499 1 GET1 4 6
10460 1088553 1 SEND1 1 1
10461 1088755 2 GET1 3 7
10462 1089045 1 GET1 4 6
10463 1089061 2 SEND1 2 0
10464 1089125 2 GET1 4 6
10465 1089253 1 SEND1 1 1
10466 1089355 1 GET1 5 7
10467 1089465 2 SEND1 2 0
10468 1089497 1 SEND1 1 1
10469 1089555 1 GET1 3 7
10470 1089675 1 SEND1 1 1
10471 1089755 1 GET2 3 7
10472 1089900 1 SEND2 3 0
10473 1089957 1 GET1 3 7
10474 1089985 1 SEND1 1 1
10475 1090163 1 GET1 3 7
10476 1090182 2 GET2 3 7
10477 1090427 1 SEND1 2 0
10478 1090519 2 SEND2 5 0
10479 1090525 1 GET1 3 7
10480 1090545 1 SEND1 0 0
10481 1090719 1 GET1 3 7
10482 1090754 2 GET1 4 6
10483 1090816 2 SEND1 2 0
10484 1090889 1 SEND1 2 0
10485 1090908 2 GET1 3 7
10486 1090922 2 SEND1 1 1
10487 1091042 2 GET1 4 6
10488 1091160 2 SEND1 1 1
10489 1091555 1 GET1 3 7
10490 1091614 2 GET1 3 7
10491 1091635 1 SEND1 2 0
10492 1091780 2 SEND1 1 1
10493 1091831 1 GET1 3 7
10494 1092092 2 GET1 4 6
10495 1092229 1 SEND1 1 1
10496 1092256 2 SEND1 2 0
10497 1092291 1 GET2 3 7
10498 1092354 1 SEND2 3 0
10499 1092469 1 GET1 5 7
10500 1092552 2 GET1 3 7
10501 1092656 2 SEND1 2 0
10502 1092902 2 GET1 5 7
10503 1093234 2 SEND1 2 0
10504 1093261 1 SEND1 2 0
10505 1093268 2 GET1 4 6
10506 1093294 2 SEND1 1 1
10507 1093333 1 GET1 4 6
10508 1093640 2 GET1 3 7
10509 1093725 1 SEND1 0 0
10510 1093866 2 SEND1 0 0
10511 1093940 2 GET1 3 7
10512 1093960 2 SEND1 1 1
10513 1093971 1 GET2 5 7
10514 1094104 1 SEND2 3 0
10515 1094231 1 GET1 4 6
10516 1094344 2 GET1 3 7
10517 1094519 1 SEND1 2 0
10518 1094826 2 SEND1 0 0
10519 1095148 2 GET1 3 7
10520 1095178 2 SEND1 2 0
10521 1095330 1 GET1 3 7
10522 1095614 1 SEND1 1 1
10523 1095742 1 GET1 4 6
10524 1096014 1 SEND1 1 1
10525 1096034 2 GET2 3 7
10526 1096086 1 GET1 5 7
10527 1096219 2 SEND2 3 0
10528 1096706 1 SEND1 1 1
10529 1096708 2 GET1 3 7
10530 1096746 2 SEND1 1 1
10531 1096792 2 GET1 3 7
10532 1096798 1 GET1 3 7
10533 1096970 2 SEND1 1 1
10534 1096996 1 SEND1 1 1
10535 1097052 1 GET1 3 7
10536 1097266 2 GET1 5 7
10537 1097270 1 SEND1 1 1
10538 1097344 1 GET3 3 7
10539 1097538 2 SEND1 2 0
10540 1097596 1 SEND3 7 1
10541 1097606 2 GET1 3 7
10542 1097896 2 SEND1 2 0
10543 1098078 2 GET1 3 7
10544 1098096 1 GET1 3 7
10545 1098176 1 SEND1 0 0
10546 1098194 2 SEND1 2 0
10547 1098204 1 GET1 3 7
10548 1098478 1 SEND1 1 1
10549 1098578 1 GET2 5 7
10550 1098768 2 GET3 3 7
10551 1098839 1 SEND2 4 1
10552 1098956 2 SEND3 6 0
10553 1099060 1 GET1 4 6
10554 1099202 1 SEND1 0 0
10555 1099202 2 GET2 3 7
10556 1099272 1 GET1 3 7
10557 1099286 1 SEND1 1 1
10558 1099403 2 SEND2 4 1
10559 1099448 1 GET1 3 7
10560 1099510 1 SEND1 1 1
10561 1099600 1 GET1 5 7
10562 1099758 2 GET1 4 6
10563 1099878 2 SEND1 1 1
10564 1099896 2 GET1 3 7
10565 1100288 2 SEND1 1 1
10566 1100356 1 SEND1 1 1
10567 1100384 1 GET1 3 7
10568 1100450 1 SEND1 0 0
10569 1100519 2 GET1 4 6
10570 1100544 1 GET2 3 7
10571 1100611 1 SEND2 4 1
10572 1100839 2 SEND1 2 0
10573 1100852 1 GET1 4 6
10574 1100960 1 SEND1 2 0
10575 1101100 1 GET1 4 6
10576 1101134 1 SEND1 1 1
10577 1101162 1 GET1 3 7
10578 1101183 2 GET3 3 7
10579 1101318 1 SEND1 1 1
10580 1101370 1 GET3 5 7
10581 1101575 2 SEND3 7 1
10582 1101877 2 GET1 3 7
10583 1102023 2 SEND1 1 1
10584 1102108 1 SEND3 8 0
10585 1102329 1 GET1 3 7
10586 1102393 1 SEND1 1 1
10587 1102491 1 GET2 5 7
10588 1102517 2 GET2 3 7
10589 1102542 2 SEND2 3 0
10590 1102879 2 GET1 3 7
10591 1103168 1 SEND2 4 1
10592 1103329 2 SEND1 0 0
10593 1103381 1 GET1 3 7
10594 1103471 1 SEND1 1 1
10595 1103517 1 GET1 3 7
10596 1103551 2 GET1 3 7
10597 1103757 2 SEND1 2 0
10598 1103925 2 GET1 3 7
10599 1103991 2 SEND1 1 1
10600 1104017 1 SEND1 1 1
10601 1104108 2 GET1 5 7
10602 1104220 2 SEND1 1 1
10603 1104295 1 GET1 5 7
10604 1104354 2 GET1 3 7
10605 1104624 2 SEND1 1 1
10606 1104678 2 GET1 3 7
10607 1104708 2 SEND1 1 1
10608 1104722 2 GET1 3 7
10609 1104759 1 SEND1 1 1
10610 1104932 2 SEND1 2 0
10611 1105016 2 GET1 5 7
10612 1105550 2 SEND1 1 1
10613 1105608 2 GET2 3 7
10614 1105975 1 GET1 3 7
10615 1106029 2 SEND2 3 0
10616 1106096 2 GET3 5 7
10617 1106471 1 SEND1 1 1
10618 1106500 2 SEND3 7 1
10619 1106507 1 GET1 3 7
10620 1107134 2 GET1 5 7
10621 1107143 1 SEND1 2 0
10622 1107535 1 GET1 3 7
10623 1107600 2 SEND1 2 0
10624 1107663 1 SEND1 0 0
10625 1107684 2 GET1 5 7
10626 1107822 2 SEND1 1 1
10627 1107878 2 GET1 3 7
10628 1107909 1 GET1 4 6
10629 1107988 2 SEND1 1 1
10630 1108007 1 SEND1 1 1
10631 1108091 1 GET1 5 7
10632 1108257 1 SEND1 1 1
10633 1108265 1 GET1 3 7
10634 1108532 2 GET2 4 6
10635 1108571 1 SEND1 1 1
10636 1108755 2 SEND2 3 0
10637 1108845 1 GET1 4 6
10638 1108983 1 SEND1 1 1
10639 1108990 2 GET1 4 6
10640 1109130 2 SEND1 0 0
10641 1109235 1 GET2 5 7
10642 1109434 2 GET1 3 7
10643 1109584 1 SEND2 3 0
10644 1109680 2 SEND1 2 0
10645 1109724 2 GET1 3 7
10646 1109830 2 SEND1 1 1
10647 1109889 1 GET3 3 7
10648 1109896 2 GET1 4 6
10649 1109926 2 SEND1 1 1
10650 1110010 2 GET1 3 7
10651 1110054 2 SEND1 2 0
10652 1110219 1 SEND3 6 0
10653 1110364 1 GET1 4 6
10654 1110556 2 GET1 3 7
10655 1110562 1 SEND1 2 0
10656 1110640 2 SEND1 2 0
10657 1110686 1 GET1 3 7
10658 1110798 1 SEND1 1 1
10659 1110888 2 GET2 3 7
10660 1110934 1 GET1 3 7
10661 1110935 2 SEND2 4 1
10662 1111090 1 SEND1 1 1
10663 1111188 1 GET1 5 7
10664 1111270 1 SEND1 1 1
10665 1111282 2 GET1 3 7
10666 1111402 2 SEND1 0 0
10667 1111428 1 GET1 3 7
10668 1111548 2 GET1 5 7
10669 1111582 2 SEND1 1 1
10670 1111910 1 SEND1 2 0
10671 1112047 2 GET1 3 7
10672 1112131 2 SEND1 1 1
10673 1112188 1 GET1 5 7
10674 1112448 1 SEND1 1 1
10675 1112469 2 GET1 3 7
10676 1112482 1 GET2 5 7
10677 1112509 2 SEND1 2 0
10678 1112541 1 SEND2 4 1
10679 1112647 2 GET1 4 6
10680 1112681 2 SEND1 1 1
10681 1112736 1 GET1 3 7
10682 1112856 1 SEND1 1 1
10683 1112914 1 GET1 3 7
10684 1113329 2 GET1 3 7
10685 1113334 1 SEND1 1 1
10686 1113379 2 SEND1 1 1
10687 1113455 2 GET1 3 7
10688 1113593 2 SEND1 1 1
10689 1113757 2 GET2 3 7
10690 1113766 1 GET1 5 7
10691 1113954 2 SEND2 4 1
10692 1114031 1 SEND1 2 0
10693 1114163 1 GET2 3 7
10694 1114186 1 SEND2 3 0
10695 1114331 1 GET1 3 7
10696 1114349 2 GET1 3 7
10697 1114489 2 SEND1 1 1
10698 1114605 1 SEND1 2 0
10699 1114631 1 GET1 3 7
10700 1114785 2 GET2 3 7
10701 1114834 2 SEND2 4 1
10702 1114851 1 SEND1 2 0
10703 1115013 1 GET2 4 6
10704 1115098 1 SEND2 3 0
10705 1115149 2 GET1 5 7
10706 1115221 1 GET1 4 6
10707 1115299 2 SEND1 1 1
10708 1115417 2 GET1 4 6
10709 1115467 2 SEND1 1 1
10710 1115487 2 GET1 3 7
10711 1115569 1 SEND1 1 1
10712 1115615 1 GET1 4 6
10713 1115695 2 SEND1 1 1
10714 1115715 1 SEND1 1 1
10715 1115729 1 GET1 3 7
10716 1115743 1 SEND1 1 1
10717 1115829 1 GET2 3 7
10718 1115911 2 GET1 3 7
10719 1115971 2 SEND1 2 0
10720 1116065 2 GET1 3 7
10721 1116188 1 SEND2 3 0
10722 1116203 1 GET1 3 7
10723 1116227 2 SEND1 1 1
10724 1116291 1 SEND1 0 0
10725 1116317 1 GET1 3 7
10726 1116439 1 SEND1 0 0
10727 1116645 1 GET1 3 7
10728 1116785 2 GET1 5 7
10729 1117013 1 SEND1 1 1
10730 1117213 2 SEND1 2 0
10731 1117281 2 GET1 3 7
10732 1117285 1 GET2 5 7
10733 1117362 1 SEND2 3 0
10734 1117549 1 GET1 3 7
10735 1117795 2 SEND1 1 1
10736 1117905 1 SEND1 1 1
10737 1118139 1 GET1 3 7
10738 1118211 1 SEND1 1 1
10739 1118351 2 GET1 5 7
10740 1118363 1 GET1 5 7
10741 1118611 2 SEND1 1 1
10742 1118691 1 SEND1 1 1
10743 1118725 2 GET1 3 7
10744 1118951 1 GET1 3 7
